continent,superregion,region,area,province,location_type,location_name,hexcode,topography,vegetation,climate,religion,culture,raw_material,natural_harbor_suitability,owner,cores,old_province_number
serpentspine,east_serpentspine_superregion,jade_mines_region,tuwad_pass_area,razhada_gate,land,razhada_gate,d047c8,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,fungi,,R66,R66,4339
serpentspine,east_serpentspine_superregion,jade_mines_region,tuwad_pass_area,emerald_spire,land,emerald_spire,c9461e,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,gems,,R66,R66,4338
serpentspine,east_serpentspine_superregion,jade_mines_region,tuwad_pass_area,tuwad_pass,land,tuwad_pass,499ea6,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,livestock,,R66,R66,4337
serpentspine,east_serpentspine_superregion,jade_mines_region,jadeforges_area,den_of_tumozand,land,den_of_tumozand,d79b55,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R62,R62,4336
serpentspine,east_serpentspine_superregion,jade_mines_region,jadeforges_area,krakapass,land,krakapass,ec7014,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,unknown,,R62,R62,4335
serpentspine,east_serpentspine_superregion,jade_mines_region,jadeforges_area,truesilver_hollow,land,truesilver_hollow,e00c48,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,mithril,,R62,R62,4334
serpentspine,east_serpentspine_superregion,jade_mines_region,jadeforges_area,jadeforges,land,jadeforges,68c498,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,gems,,R62,R62,4351
serpentspine,east_serpentspine_superregion,jade_mines_region,goblinwarrens_area,tamvihar_breach,land,tamvihar_breach,dba858,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,iron,,R62,R62,4352
serpentspine,east_serpentspine_superregion,jade_mines_region,goblinwarrens_area,ifugo_abyss,land,ifugo_abyss,c62f65,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,fungi,,R62,R62,4348
serpentspine,east_serpentspine_superregion,jade_mines_region,goblinwarrens_area,goblinwarrens,land,goblinwarrens,69db8e,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R62,R62,4349
serpentspine,east_serpentspine_superregion,jade_mines_region,the_back_tunnels_area,the_back_tunnels,land,the_back_tunnels,95ba95,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,iron,,R62,R62,4324
serpentspine,east_serpentspine_superregion,jade_mines_region,the_back_tunnels_area,slavepits,land,slavepits,de2f1d,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,unknown,,R62,R62,4325
serpentspine,east_serpentspine_superregion,jade_mines_region,the_back_tunnels_area,powder_crevasse,land,powder_crevasse,86c483,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,salt,,R62,R62,4326
serpentspine,east_serpentspine_superregion,jade_mines_region,jazka_area,bronzebarracks,land,bronzebarracks,592391,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,copper,,R62,R62,4353
serpentspine,east_serpentspine_superregion,jade_mines_region,jazka_area,jazka_expanse,land,jazka_expanse,f4dd83,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,livestock,,R62,R62,4327
serpentspine,east_serpentspine_superregion,jade_mines_region,jazka_area,stonepath,land,stonepath,608088,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,iron,,R62,R62,4329
serpentspine,east_serpentspine_superregion,jade_mines_region,dromak_pass_area,the_belly,land,the_belly,36c16a,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,livestock,,R65,R65,4330
serpentspine,east_serpentspine_superregion,jade_mines_region,dromak_pass_area,malachite_respite,land,malachite_respite,d40e59,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,gems,,R65,R65,4331
serpentspine,east_serpentspine_superregion,jade_mines_region,dromak_pass_area,cave_of_meditation,land,cave_of_meditation,707894,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R65,R65,4332
serpentspine,east_serpentspine_superregion,jade_mines_region,the_flank_area,newhole,land,newhole,b2e75e,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R62,R62,4344
serpentspine,east_serpentspine_superregion,jade_mines_region,the_flank_area,zambaz_rock,land,zambaz_rock,874d7d,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,gems,,R62,R62,4354
serpentspine,east_serpentspine_superregion,jade_mines_region,the_flank_area,the_flank,land,the_flank,9b9bc6,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R62,R62,4345
serpentspine,east_serpentspine_superregion,jade_mines_region,the_flank_area,skirmishers_rest,land,skirmishers_rest,f8f5ac,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,fungi,,R62,R62,4355
serpentspine,east_serpentspine_superregion,jade_mines_region,blastcrack_area,malamus_charge,land,malamus_charge,d0c675,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,livestock,,R65,R65,4342
serpentspine,east_serpentspine_superregion,jade_mines_region,blastcrack_area,north_blastcrack,land,north_blastcrack,bfdc21,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,iron,,R65,R65,4341
serpentspine,east_serpentspine_superregion,jade_mines_region,blastcrack_area,south_blastcrack,land,south_blastcrack,58e08e,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,serpentbloom,,R65,R65,4340
serpentspine,east_serpentspine_superregion,jade_mines_region,dromak_area,verkal_dromak,land,verkal_dromak,e0280f,flatland,grasslands,continental,goblinic_shamanism,undergrowth_goblin,incense,,R65,R65,4323
serpentspine,east_serpentspine_superregion,jade_mines_region,dromak_area,dwarovrod_82,land,dwarovrod_82,c9a71d,flatland,grasslands,continental,godlost,undergrowth_goblin,serpentbloom,,R65,R65,4356
serpentspine,west_serpentspine_superregion,serpents_vale_region,royal_terrace_area,royal_terrace,land,royal_terrace,d2cd44,flatland,grasslands,continental,feast_of_the_gods,mossmouth_ogre,copper,,J32,J32,4125
serpentspine,west_serpentspine_superregion,serpents_vale_region,royal_terrace_area,terraceway,land,terraceway,35a435,flatland,grasslands,continental,,,unknown,,,,4129
serpentspine,west_serpentspine_superregion,serpents_vale_region,royal_terrace_area,porgirs_valley,land,porgirs_valley,2b6a2b,flatland,grasslands,continental,feast_of_the_gods,mossmouth_ogre,fur,,J32,J32,4123
serpentspine,west_serpentspine_superregion,serpents_vale_region,common_terrace_area,serpents_vale,land,serpents_vale,c6db39,flatland,grasslands,continental,,,unknown,,,,4142
serpentspine,west_serpentspine_superregion,serpents_vale_region,common_terrace_area,common_terrace,land,common_terrace,e33636,flatland,grasslands,continental,,,unknown,,,,4131
serpentspine,west_serpentspine_superregion,serpents_vale_region,common_terrace_area,lamb_hills,land,lamb_hills,7fba62,flatland,grasslands,continental,,,unknown,,,,4143
serpentspine,west_serpentspine_superregion,serpents_vale_region,assembly_terrace_area,kingsrock_hill,land,kingsrock_hill,75961a,flatland,grasslands,continental,,,unknown,,,,4158
serpentspine,west_serpentspine_superregion,serpents_vale_region,assembly_terrace_area,kheness_swamp,land,kheness_swamp,d00aa8,flatland,grasslands,continental,,,unknown,,,,4151
serpentspine,west_serpentspine_superregion,serpents_vale_region,assembly_terrace_area,assembly_terrace,land,assembly_terrace,719900,flatland,grasslands,continental,,,unknown,,,,4152
serpentspine,west_serpentspine_superregion,serpents_vale_region,castle_hill_area,verkal_hul,land,verkal_hul,369d4c,flatland,grasslands,continental,,,unknown,,,,4166
serpentspine,west_serpentspine_superregion,serpents_vale_region,castle_hill_area,northvale,land,northvale,96d54c,flatland,grasslands,continental,,,unknown,,,,4164
serpentspine,west_serpentspine_superregion,serpents_vale_region,castle_hill_area,hornriver,land,hornriver,c9bfa9,flatland,grasslands,continental,,,unknown,,,,4145
serpentspine,west_serpentspine_superregion,northern_pass_region,the_copperwood_area,logrsedge,land,logrsedge,5e3430,flatland,grasslands,continental,,,unknown,,,,4194
serpentspine,west_serpentspine_superregion,northern_pass_region,the_copperwood_area,copperwood_gap,land,copperwood_gap,cf96d6,flatland,grasslands,continental,,,unknown,,,,4192
serpentspine,west_serpentspine_superregion,northern_pass_region,the_copperwood_area,hardslash,land,hardslash,66b391,flatland,grasslands,continental,,,unknown,,,,4193
serpentspine,west_serpentspine_superregion,northern_pass_region,upper_logr_area,harazlogr,land,harazlogr,97b97d,flatland,grasslands,continental,,,unknown,,,,4195
serpentspine,west_serpentspine_superregion,northern_pass_region,upper_logr_area,the_spoils,land,the_spoils,94c5e3,flatland,grasslands,continental,,,unknown,,,,4197
serpentspine,west_serpentspine_superregion,northern_pass_region,upper_logr_area,twin_pines,land,twin_pines,688f6a,flatland,grasslands,continental,,,unknown,,,,4196
serpentspine,west_serpentspine_superregion,northern_pass_region,upper_logr_area,natures_bounty,land,natures_bounty,2d753b,flatland,grasslands,continental,,,unknown,,,,4199
serpentspine,west_serpentspine_superregion,northern_pass_region,tanning_valley_area,serpents_shadow,land,serpents_shadow,38908d,flatland,grasslands,continental,,,unknown,,,,4198
serpentspine,west_serpentspine_superregion,northern_pass_region,tanning_valley_area,brokenwheel,land,brokenwheel,2c6123,flatland,grasslands,continental,,,unknown,,,,4201
serpentspine,west_serpentspine_superregion,northern_pass_region,tanning_valley_area,tanning,land,tanning,ba8f3a,flatland,grasslands,continental,,,unknown,,,,4202
serpentspine,west_serpentspine_superregion,northern_pass_region,tanning_valley_area,northmelt,land,northmelt,1da1d8,flatland,grasslands,continental,,,unknown,,,,4200
serpentspine,west_serpentspine_superregion,northern_pass_region,middle_logr_area,forgotten_forest,land,forgotten_forest,4a35c6,flatland,grasslands,continental,,,unknown,,,,4190
serpentspine,west_serpentspine_superregion,northern_pass_region,middle_logr_area,cold_fork,land,cold_fork,9668e1,flatland,grasslands,continental,,,unknown,,,,4191
serpentspine,west_serpentspine_superregion,northern_pass_region,middle_logr_area,the_narrows,land,the_narrows,b780d5,flatland,grasslands,continental,,,unknown,,,,4189
serpentspine,west_serpentspine_superregion,northern_pass_region,hidden_respite_area,darkwood,land,darkwood,94f3b6,flatland,grasslands,continental,,,unknown,,,,4183
serpentspine,west_serpentspine_superregion,northern_pass_region,hidden_respite_area,salt_grass_lake,land,salt_grass_lake,dea29e,flatland,grasslands,continental,,,unknown,,,,4182
serpentspine,west_serpentspine_superregion,northern_pass_region,hidden_respite_area,falstads_last_stand,land,falstads_last_stand,ab403a,flatland,grasslands,continental,,,unknown,,,,4181
serpentspine,west_serpentspine_superregion,northern_pass_region,lonely_mountains_area,isolation,land,isolation,882871,flatland,grasslands,continental,,,unknown,,,,4185
serpentspine,west_serpentspine_superregion,northern_pass_region,lonely_mountains_area,solitude,land,solitude,a4d39c,flatland,grasslands,continental,,,unknown,,,,4186
serpentspine,west_serpentspine_superregion,northern_pass_region,lonely_mountains_area,lonely_cave,land,lonely_cave,89aa24,flatland,grasslands,continental,,,unknown,,,,4187
serpentspine,west_serpentspine_superregion,northern_pass_region,lonely_mountains_area,hermits_cave,land,hermits_cave,dbbf53,flatland,grasslands,continental,,,unknown,,,,4188
serpentspine,west_serpentspine_superregion,northern_pass_region,lower_logr_area,stonefarm,land,stonefarm,e06947,flatland,grasslands,continental,,,unknown,,,,4180
serpentspine,west_serpentspine_superregion,northern_pass_region,lower_logr_area,drywash_forest,land,drywash_forest,1da765,flatland,grasslands,continental,,,unknown,,,,4184
serpentspine,west_serpentspine_superregion,northern_pass_region,lower_logr_area,logrs_end,land,logrs_end,513fd9,flatland,grasslands,continental,,,unknown,,,,4176
serpentspine,west_serpentspine_superregion,northern_pass_region,dwaroval_area,cutback_valley,land,cutback_valley,b07a95,flatland,grasslands,continental,,,unknown,,,,4171
serpentspine,west_serpentspine_superregion,northern_pass_region,dwaroval_area,old_dwaroval,land,old_dwaroval,6a22ac,flatland,grasslands,continental,old_dookan,gray_orc,gold,,Z19,Z19,4173
serpentspine,west_serpentspine_superregion,northern_pass_region,dwaroval_area,khugsland,land,khugsland,c89393,flatland,grasslands,continental,old_dookan,gray_orc,fur,,Z19,Z19,4174
serpentspine,west_serpentspine_superregion,northern_pass_region,dwaroval_area,foothills,land,foothills,0fa1c6,flatland,grasslands,continental,old_dookan,gray_orc,iron,,Z19,Z19,4175
serpentspine,west_serpentspine_superregion,northern_pass_region,hjyrtsikki_area,hjyrtsikki,land,hjyrtsikki,9d8afa,flatland,grasslands,continental,,,unknown,,,,6173
serpentspine,west_serpentspine_superregion,northern_pass_region,hjyrtsikki_area,kvaldvegr,land,kvaldvegr,3bfb8a,flatland,grasslands,continental,,,unknown,,,,6187
serpentspine,west_serpentspine_superregion,northern_pass_region,fyllstyn_area,shvartrdigok,land,shvartrdigok,3a807d,flatland,grasslands,continental,,,unknown,,,,6196
serpentspine,west_serpentspine_superregion,northern_pass_region,fyllstyn_area,fyllstyn,land,fyllstyn,918944,flatland,grasslands,continental,,,unknown,,,,6214
serpentspine,west_serpentspine_superregion,northern_pass_region,hjyrtsikki_area,anbennar6286,land,anbennar6286,4c693c,flatland,grasslands,continental,,,unknown,,,,6286
serpentspine,west_serpentspine_superregion,northern_pass_region,fyllstyn_area,anbennar6287,land,anbennar6287,953fd3,flatland,grasslands,continental,,,unknown,,,,6287
serpentspine,west_serpentspine_superregion,serpents_vale_region,royal_terrace_area,southern_entrance,land,southern_entrance,b9f1ca,flatland,grasslands,continental,,,unknown,,,,4121
serpentspine,west_serpentspine_superregion,west_dwarovar_region,amldihr_area,verkal_vazkron,land,verkal_vazkron,2b88cf,flatland,grasslands,continental,,,unknown,,,,4122
serpentspine,west_serpentspine_superregion,west_dwarovar_region,amldihr_area,hall_of_the_ancestors,land,hall_of_the_ancestors,8ec98e,flatland,grasslands,continental,,,unknown,,,,4128
serpentspine,west_serpentspine_superregion,west_dwarovar_region,amldihr_area,amldihr,land,amldihr,b17035,flatland,grasslands,continental,old_dookan,highhold_orc,unknown,,H72,H72,4119
serpentspine,west_serpentspine_superregion,west_dwarovar_region,amldihr_area,amlharaz,land,amlharaz,2cb82c,flatland,grasslands,continental,old_dookan,highhold_orc,wine,,H72,H72,4149
serpentspine,west_serpentspine_superregion,serpents_vale_region,castle_hill_area,eastern_entrance,land,eastern_entrance,a05b84,flatland,grasslands,continental,,,unknown,,,,4120
serpentspine,west_serpentspine_superregion,west_dwarovar_region,anvils_horn_area,hardy_hole,land,hardy_hole,59426b,flatland,grasslands,continental,,,unknown,,,,4203
serpentspine,west_serpentspine_superregion,west_dwarovar_region,anvils_horn_area,pritchel_hole,land,pritchel_hole,2c2d80,flatland,grasslands,continental,,,unknown,,,,4204
serpentspine,west_serpentspine_superregion,west_dwarovar_region,anvils_horn_area,anvils_fracture,land,anvils_fracture,234470,flatland,grasslands,continental,,,unknown,,,,4205
serpentspine,west_serpentspine_superregion,west_dwarovar_region,krakdhum_area,glowing_embers,land,glowing_embers,813354,flatland,grasslands,continental,,,unknown,,,,4207
serpentspine,west_serpentspine_superregion,west_dwarovar_region,krakdhum_area,krakdhumvror,land,krakdhumvror,c4c635,flatland,grasslands,continental,ancestor_worship,quartz_dwarf,iron,,I02,I02,4208
serpentspine,west_serpentspine_superregion,west_dwarovar_region,krakdhum_area,coking_hall,land,coking_hall,268148,flatland,grasslands,continental,,,unknown,,,,4206
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dead_end_tunnel_area,foul_dark,land,foul_dark,8170ac,flatland,grasslands,continental,,,unknown,,,,4209
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dead_end_tunnel_area,the_stillness,land,the_stillness,65456b,flatland,grasslands,continental,,,unknown,,,,4210
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dead_end_tunnel_area,abrupt_end,land,abrupt_end,482010,flatland,grasslands,continental,,,unknown,,,,4211
serpentspine,west_serpentspine_superregion,west_dwarovar_region,khugdihr_area,outer_khugscave,land,outer_khugscave,74e09e,flatland,grasslands,continental,,,unknown,,,,2897
serpentspine,west_serpentspine_superregion,west_dwarovar_region,khugdihr_area,khugscave,land,khugscave,ea3d45,flatland,grasslands,continental,,,unknown,,,,2896
serpentspine,west_serpentspine_superregion,west_dwarovar_region,khugdihr_area,khugdihr,land,khugdihr,dc8352,flatland,grasslands,continental,,,unknown,,,,2863
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_1_3_area,dwarovrod_1,land,dwarovrod_1,105b34,flatland,grasslands,continental,regent_court,silver_dwarf,unknown,,B17,B17,2864
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_1_3_area,dwarovrod_2,land,dwarovrod_2,ef3169,flatland,grasslands,continental,,,unknown,,,,2935
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_1_3_area,dwarovrod_3,land,dwarovrod_3,c4a55b,flatland,grasslands,continental,,,unknown,,,,2865
serpentspine,west_serpentspine_superregion,west_dwarovar_region,snotslair_area,snotslair,land,snotslair,ed2c00,flatland,grasslands,continental,goblinic_shamanism,cave_goblin,unknown,,H89,H89,2898
serpentspine,west_serpentspine_superregion,west_dwarovar_region,snotslair_area,finger_pass,land,finger_pass,e8c522,flatland,grasslands,continental,,,unknown,,,,2899
serpentspine,west_serpentspine_superregion,west_dwarovar_region,snotslair_area,lonely_crevice,land,lonely_crevice,c60c94,flatland,grasslands,continental,regent_court,silver_dwarf,unknown,,H69,H69,2870
serpentspine,west_serpentspine_superregion,west_dwarovar_region,orldhum_area,orldhum_pass,land,orldhum_pass,e1f820,flatland,grasslands,continental,,,unknown,,,,2869
serpentspine,west_serpentspine_superregion,west_dwarovar_region,orldhum_area,turret_gorge,land,turret_gorge,dc9017,flatland,grasslands,continental,,,unknown,,,,4163
serpentspine,west_serpentspine_superregion,west_dwarovar_region,orldhum_area,haraz_orldhum,land,haraz_orldhum,c94a18,flatland,grasslands,continental,,,unknown,,,,2868
serpentspine,west_serpentspine_superregion,west_dwarovar_region,orldhum_area,haraza_depths,land,haraza_depths,d9a62b,flatland,grasslands,continental,,,unknown,,,,4022
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarfbreak_area,gurrukur,land,gurrukur,eae4ae,flatland,grasslands,continental,great_dookan,manhunter_orc,unknown,,H80,H80,2995
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarfbreak_area,orcsbreach,land,orcsbreach,f46120,flatland,grasslands,continental,,,unknown,,,,4021
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarfbreak_area,tzem_chasm,land,tzem_chasm,8eb9ba,flatland,grasslands,continental,,,unknown,,,,4023
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dark_depths_area,red_hoard,land,red_hoard,265315,flatland,grasslands,continental,,,unknown,,,,4025
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dark_depths_area,scavengers'_hovel,land,scavengers'_hovel,64c93d,flatland,grasslands,continental,nimrithan,darkscale_kobold,unknown,,Z55,Z55,4024
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dark_depths_area,longneck_cave,land,longneck_cave,a94a20,flatland,grasslands,continental,,,unknown,,,,4026
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_4_6_area,dwarovrod_4,land,dwarovrod_4,ea1b1b,flatland,grasslands,continental,,,unknown,,,,2866
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_4_6_area,dwarovrod_5,land,dwarovrod_5,9a5c19,flatland,grasslands,continental,,,unknown,,,,2867
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_4_6_area,dwarovrod_6,land,dwarovrod_6,a25b34,flatland,grasslands,continental,,,unknown,,,,2871
serpentspine,west_serpentspine_superregion,west_dwarovar_region,fallen_asra_area,asra_depths,land,asra_depths,efc092,flatland,grasslands,continental,,,unknown,,,,4074
serpentspine,west_serpentspine_superregion,west_dwarovar_region,fallen_asra_area,everwarren,land,everwarren,b40f96,flatland,grasslands,continental,,,unknown,,,,4096
serpentspine,west_serpentspine_superregion,west_dwarovar_region,fallen_asra_area,kurzor_cavern,land,kurzor_cavern,397023,flatland,grasslands,continental,,,unknown,,,,4054
serpentspine,west_serpentspine_superregion,west_dwarovar_region,chainlink_mines_area,chainquarry,land,chainquarry,db9fb7,flatland,grasslands,continental,,,unknown,,,,4044
serpentspine,west_serpentspine_superregion,west_dwarovar_region,chainlink_mines_area,the_flooded_pit,land,the_flooded_pit,2c7b2a,flatland,grasslands,continental,,,unknown,,,,4045
serpentspine,west_serpentspine_superregion,west_dwarovar_region,chainlink_mines_area,tunnels_of_woe,land,tunnels_of_woe,6abd68,flatland,grasslands,continental,,,unknown,,,,4046
serpentspine,west_serpentspine_superregion,west_dwarovar_region,riftway_area,shieldwall_cavern,land,shieldwall_cavern,21dc1c,flatland,grasslands,continental,,,unknown,,,,4047
serpentspine,west_serpentspine_superregion,west_dwarovar_region,riftway_area,lommak_abyss,land,lommak_abyss,e1509f,flatland,grasslands,continental,,,unknown,,,,4048
serpentspine,west_serpentspine_superregion,west_dwarovar_region,riftway_area,rodhole,land,rodhole,7b7fd0,flatland,grasslands,continental,,,unknown,,,,4049
serpentspine,west_serpentspine_superregion,west_dwarovar_region,riftway_area,zhandam_rift,land,zhandam_rift,a97f4d,flatland,grasslands,continental,,,unknown,,,,4055
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_7_9_area,dwarovrod_7,land,dwarovrod_7,ab436d,flatland,grasslands,continental,,,unknown,,,,4043
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_7_9_area,dwarovrod_8,land,dwarovrod_8,5e34d5,flatland,grasslands,continental,,,unknown,,,,2872
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_7_9_area,dwarovrod_9,land,dwarovrod_9,2b8fc9,flatland,grasslands,continental,,,unknown,,,,2933
serpentspine,west_serpentspine_superregion,west_dwarovar_region,mithradhum_area,trueforge_hall,land,trueforge_hall,d2a435,flatland,grasslands,continental,,,unknown,,,,4050
serpentspine,west_serpentspine_superregion,west_dwarovar_region,broken_dagger_pass_area,railsright,land,railsright,2eaeb0,flatland,grasslands,continental,,,unknown,,,,4051
serpentspine,west_serpentspine_superregion,west_dwarovar_region,mithradhum_area,valourmount,land,valourmount,1c8687,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,unknown,,H84,H84,4052
serpentspine,west_serpentspine_superregion,west_dwarovar_region,mithradhum_area,shaft_of_begooy,land,shaft_of_begooy,d07189,flatland,grasslands,continental,,,unknown,,,,4053
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_10_12_area,dwarovrod_10,land,dwarovrod_10,8de11f,flatland,grasslands,continental,,,unknown,,,,2873
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_10_12_area,dwarovrod_11,land,dwarovrod_11,1b9f81,flatland,grasslands,continental,,,unknown,,,,2874
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dwarovrod_10_12_area,dwarovrod_12,land,dwarovrod_12,deb023,flatland,grasslands,continental,,,unknown,,,,2934
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrite_depths_area,natvirod_2,land,natvirod_2,dc3400,flatland,grasslands,continental,,,unknown,,,,4065
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrite_depths_area,oldhole,land,oldhole,85d53e,flatland,grasslands,continental,,,unknown,,,,4067
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrite_depths_area,massive_shaft,land,massive_shaft,bbcbad,flatland,grasslands,continental,,,unknown,,,,4066
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrite_depths_area,bignick,land,bignick,8dc187,flatland,grasslands,continental,,,unknown,,,,4061
serpentspine,west_serpentspine_superregion,west_dwarovar_region,zokkorna_caverns_area,kikkimig_outlet,land,kikkimig_outlet,d71149,flatland,grasslands,continental,,,unknown,,,,4060
serpentspine,west_serpentspine_superregion,west_dwarovar_region,zokkorna_caverns_area,endless_chasm,land,endless_chasm,d7c484,flatland,grasslands,continental,,,unknown,,,,4059
serpentspine,west_serpentspine_superregion,west_dwarovar_region,zokkorna_caverns_area,blackden_rift,land,blackden_rift,4e7e3c,flatland,grasslands,continental,,,unknown,,,,4057
serpentspine,west_serpentspine_superregion,west_dwarovar_region,zokkorna_caverns_area,lair_of_zokkorna,land,lair_of_zokkorna,1ebc35,flatland,grasslands,continental,,,unknown,,,,4058
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_exchange_area,dwarovrod_13,land,dwarovrod_13,b365e5,flatland,grasslands,continental,,,unknown,,,,2875
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_exchange_area,dwarovrod_14,land,dwarovrod_14,2c48a6,flatland,grasslands,continental,,,unknown,,,,2932
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_exchange_area,dagrinrod_1,land,dagrinrod_1,cf0f96,flatland,grasslands,continental,,,unknown,,,,4104
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_area,er-natvir,land,er-natvir,2ce15b,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,fungi,,H75,H75,2931
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_area,natvirod_1,land,natvirod_1,37f617,flatland,grasslands,continental,,,unknown,,,,2986
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_area,dagrinrod_2,land,dagrinrod_2,3a75ab,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,wool,,H75,H75,2876
serpentspine,west_serpentspine_superregion,west_dwarovar_region,railyard_area,dagrinrod_3,land,dagrinrod_3,e80b0b,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,copper,,H75,H75,2988
serpentspine,west_serpentspine_superregion,west_dwarovar_region,skulkers_lair_area,underpassage,land,underpassage,dc4eca,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,serpentbloom,,H75,H75,4165
serpentspine,west_serpentspine_superregion,west_dwarovar_region,skulkers_lair_area,underlair,land,underlair,7a3d69,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,gold,,H75,H75,4212
serpentspine,west_serpentspine_superregion,west_dwarovar_region,skulkers_lair_area,skulkers_tunnel,land,skulkers_tunnel,282e0a,flatland,grasslands,continental,goblinic_shamanism,rustroad_goblin,copper,,H75,H75,4213
serpentspine,west_serpentspine_superregion,west_dwarovar_region,goblins_bypass_area,goblinsroad,land,goblinsroad,9197d4,flatland,grasslands,continental,,,unknown,,,,4150
serpentspine,west_serpentspine_superregion,west_dwarovar_region,goblins_bypass_area,watchers_rock,land,watchers_rock,39d02a,flatland,grasslands,continental,,,unknown,,,,4062
serpentspine,west_serpentspine_superregion,west_dwarovar_region,goblins_bypass_area,cartsfall,land,cartsfall,cba05d,flatland,grasslands,continental,,,unknown,,,,4063
serpentspine,west_serpentspine_superregion,west_dwarovar_region,goblins_bypass_area,den_of_jatuz,land,den_of_jatuz,ac7620,flatland,grasslands,continental,,,unknown,,,,4064
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrinrod_4_6_area,dagrinrod_4,land,dagrinrod_4,c83a4e,flatland,grasslands,continental,,,unknown,,,,2989
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrinrod_4_6_area,dagrinrod_5,land,dagrinrod_5,b59660,flatland,grasslands,continental,,,unknown,,,,2990
serpentspine,west_serpentspine_superregion,west_dwarovar_region,dagrinrod_4_6_area,dagrinrod_6,land,dagrinrod_6,f315ac,flatland,grasslands,continental,,,unknown,,,,2991
serpentspine,west_serpentspine_superregion,west_dwarovar_region,mithradhum_area,mithradhum,land,mithradhum,ff0000,flatland,grasslands,continental,,,unknown,,,,4236
