capital_continent,capital_superregion,tag,name,capital,court_language,culture_definition,religion_definition,accepted_cultures,tolerated_cultures,templates,color
asia,forbidden_lands_superregion,J46,Frosthide,levilkhar,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(94, 195, 187)"
asia,forbidden_lands_superregion,J47,Skurkokli,ensmitlenmua,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(192, 159, 68)"
serpentspine,west_serpentspine_superregion,J48,Ghavamregh,porgirs_valley,mossmouth_ogre_dialect,mossmouth_ogre,feast_of_the_gods,,,,"(22, 45, 22)"
asia,forbidden_lands_superregion,J49,Qorondulyuz,narkel,zabatlari_dialect,zabatlari,yukel_followers,,,,"(148, 181, 178)"
asia,forbidden_lands_superregion,J50,Sunijalla,vahjevgiiv,metsamic_dialect,metsamic,yukel_followers,,,,"(218, 197, 63)"
asia,forbidden_lands_superregion,J51,Ponjogde,sinesadma,metsamic_dialect,metsamic,kodave_followers,,,,"(54, 233, 233)"
asia,forbidden_lands_superregion,J52,Ikogshaantus,kovtalzar,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(7, 74, 74)"
asia,forbidden_lands_superregion,J53,Zabutodask,buruvaqoyla,zabatlari_dialect,zabatlari,kodave_followers,,,,"(70, 41, 12)"
,,J54,Altorzamh,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(3, 123, 252)"
,,J55,Lejdazamh,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(11, 138, 72)"
,,J56,Taryeanzamh,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(107, 19, 215)"
asia,forbidden_lands_superregion,J57,Gladedancer,domnleag,avil_centaur_dialect,avil_centaur,irdaeos_worship,,,,"(92, 255, 235)"
asia,forbidden_lands_superregion,J58,Burning Frost,godairbhoch,sochar_centaur_dialect,sochar_centaur,irdaeos_worship,,,,"(196, 55, 24)"
south_america,kheionai_superregion,J68,Tirboilte,althungoti,eltibhar_dialect,eltibhar,gotiriei,,,,"(255, 238, 87)"
south_america,kheionai_superregion,J69,Gomairenu,saluistinghe,eltibhar_dialect,eltibhar,gotiriei,,,,"(106, 20, 163)"
south_america,taychend_superregion,J70,Oremvand,bystcaxap,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(255, 230, 225)"
south_america,taychend_superregion,J71,Sarihaddu,venara,sarihaddi_dialect,sarihaddi,gods_of_the_taychend,,,,"(213, 164, 100)"
south_america,taychend_superregion,J72,Darkalyndar,thekavasanikkunnu,chendhyan_dialect,chendhyan,gods_of_the_taychend,,,,"(68, 9, 48)"
south_america,taychend_superregion,J73,Zaernmaera,dongyccyl,chendhyan_dialect,chendhyan,gods_of_the_taychend,,,,"(78, 134, 166)"
south_america,taychend_superregion,J74,Caergaraen,pedhrim,chendhyan_dialect,chendhyan,askaeorg,,,,"(55, 22, 64)"
south_america,taychend_superregion,J75,Rakkabuttai,xardonni,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(86, 5, 15)"
south_america,taychend_superregion,J76,Banderuttai,banderuttai,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(180, 180, 198)"
south_america,taychend_superregion,J77,Kattisangamar,kattisangamar,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(27, 27, 32)"
south_america,taychend_superregion,J78,Uesrennu,larmaikq,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(8, 32, 61)"
south_america,taychend_superregion,J79,Katalperai,anbennar6758,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(97, 144, 98)"
south_america,taychend_superregion,J80,Vettakaramai,vampalnachend,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(247, 82, 136)"
south_america,taychend_superregion,J81,Parahechend,parahechend,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(209, 157, 45)"
south_america,taychend_superregion,J82,Varamraya,varamkq,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(45, 104, 35)"
south_america,taychend_superregion,J83,Airoa Naditari,ainecutir,duguihi_dialect,duguihi,gods_of_the_taychend,,,,"(0, 184, 54)"
south_america,taychend_superregion,J84,Taychend,temirennu,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(180, 70, 0)"
south_america,taychend_superregion,J85,Nanru Nakar,temirennu,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(170, 0, 32)"
south_america,torn_gates_superregion,J86,Inifoeyu,tecreq,quruwei_dialect,quruwei,rioqay_diu,,,,"(90, 88, 60)"
south_america,torn_gates_superregion,J87,Tanafali,chuesnel,faalte_dialect,faalte,rioqay_diu,,,,"(80, 62, 88)"
south_america,torn_gates_superregion,J88,Udralach,wiranden,quchamar_dialect,quchamar,rioqay_diu,,,,"(82, 208, 57)"
south_america,torn_gates_superregion,J89,Chaparun,unusedland15,quchamar_dialect,quchamar,rioqay_diu,,,,"(249, 239, 252)"
south_america,torn_gates_superregion,J90,Cara Lafquen,cara_lafquen,quchamar_dialect,quchamar,rioqay_diu,,,,"(166, 209, 222)"
south_america,torn_gates_superregion,J91,Iruasawid,durileilen,quchamar_dialect,quchamar,rioqay_diu,,,,"(249, 108, 141)"
south_america,torn_gates_superregion,J92,Trigica,carginden,quchamar_dialect,quchamar,rioqay_diu,,,,"(243, 250, 143)"
south_america,torn_gates_superregion,J93,Hinediu Yulas,dalcamguin,quchamar_dialect,quchamar,rioqay_diu,,,,"(75, 62, 30)"
south_america,ruin_proper_superregion,J95,Rhasail,plenty_far,steadsman_dialect,steadsman,regent_court,,,,"(213, 0, 39)"
south_america,ruin_proper_superregion,J96,Lamentaire,busted_rocks,steadsman_dialect,steadsman,regent_court,,,,"(44, 51, 65)"
south_america,ruin_proper_superregion,J97,Trollshaunt,fat_end,steadsman_dialect,steadsman,regent_court,,,,"(200, 225, 228)"
south_america,ruin_proper_superregion,J98,Port Palegold,ruined_stacks,steadsman_dialect,steadsman,regent_court,,,,"(230, 231, 62)"
,,J99,Validaunea,,thekvrystana_dialect,thekvrystana,kheionism,,,,"(0, 36, 84)"
africa,tanib_dajek_superregion,L01,Kuiika,gamyi,kuivanhi_dialect,kuivanhi,noukahi_pantheon,,,,"(204, 130, 0)"
africa,south_salahad_superregion,L02,Jagab Faru,jagab_faru,mantimatu_dialect,mantimatu,fangaulan_pantheon,,,,"(250, 214, 115)"
africa,tanib_dajek_superregion,L03,Isagumze,nyokyora,ikilshebe_dialect,ikilshebe,noukahi_pantheon,,,,"(102, 153, 0)"
africa,south_salahad_superregion,L04,Saqraxat,anbennar5679,kudemtu_dialect,kudemtu,elikhetist,,,,"(255, 204, 0)"
africa,tanib_dajek_superregion,L05,Iqhekabi,iqhekabi,gumzemo_dialect,gumzemo,noukahi_pantheon,,,,"(102, 102, 153)"
africa,tanib_dajek_superregion,L06,Zena,bivuzena,zuvunwa_dialect,zuvunwa,noukahi_pantheon,,,,"(204, 255, 255)"
africa,tanib_dajek_superregion,L07,Imbushid,golonela,gumzemo_dialect,gumzemo,noukahi_pantheon,,,,"(255, 153, 4)"
africa,tanib_dajek_superregion,L08,Kulugiash,kulugiash,kudemtu_dialect,kudemtu,noukahi_pantheon,,,,"(210, 180, 140)"
africa,tanib_dajek_superregion,L09,Zuvavim,zuvavim,zuvunwa_dialect,zuvunwa,noukahi_pantheon,,,,"(0, 102, 255)"
africa,fangaula_superregion,L10,Kunolo,kunolo,jiromji_dialect,jiromji,fangaulan_pantheon,,,,"(102, 153, 255)"
africa,tanib_dajek_superregion,L11,Chibuswa,chibuswa,horakheti_dialect,horakheti,elikhetist,,,,"(51, 204, 51)"
africa,tanib_dajek_superregion,L12,Gomuvuri,gomuvuri,kuivanhi_dialect,kuivanhi,noukahi_pantheon,,,,"(204, 204, 0)"
africa,fangaula_superregion,L13,Samishesha,samishesha,mantimatu_dialect,mantimatu,elikhetist,,,,"(102, 255, 255)"
africa,fangaula_superregion,L14,Negefaama,izini,tamajoba_dialect,tamajoba,fangaulan_pantheon,,,,"(92, 92, 92)"
africa,fangaula_superregion,L15,Bokiya,woussoulan,kaino_dialect,kaino,fangaulan_pantheon,,,,"(99, 134, 15)"
africa,fangaula_superregion,L16,Atijoko,anbennar6307,ndurubu_dialect,ndurubu,fangaulan_pantheon,,,,"(255, 153, 0)"
africa,fangaula_superregion,L17,Taafisi,adze_bintu,taafi_dialect,taafi,fangaulan_pantheon,,,,"(255, 255, 153)"
africa,fangaula_superregion,L18,Mausarjirad,jirad,kaino_dialect,kaino,fangaulan_pantheon,,,,"(54, 84, 167)"
africa,fangaula_superregion,L19,Adaru,donkili_farawo,kaino_dialect,kaino,fangaulan_pantheon,,,,"(35, 57, 32)"
africa,fangaula_superregion,L20,Maikirow,jiridese_so,kaino_dialect,kaino,fangaulan_pantheon,,,,"(50, 84, 50)"
africa,fangaula_superregion,L21,Dendugma,junansuar,tamajoba_dialect,tamajoba,fangaulan_pantheon,,,,"(128, 0, 32)"
africa,fangaula_superregion,L22,Binwarji,atijo_sigilan,binwarji_dialect,binwarji,fangaulan_pantheon,,,,"(192, 192, 192)"
africa,fangaula_superregion,L23,Fangaula,samishesha,binwarji_dialect,binwarji,fangaulan_pantheon,,,,"(185, 220, 220)"
africa,fangaula_superregion,L24,Nenfi Remuj,radi_su_er,mantimatu_dialect,mantimatu,noukahi_pantheon,,,,"(156, 78, 53)"
africa,fangaula_superregion,L25,Sakul,makan,dunesole_ogre_dialect,dunesole_ogre,fangaulan_pantheon,,,,"(0, 5, 128)"
africa,south_salahad_superregion,L26,Irsmahap,deshwimat,irsmahapan_dialect,irsmahapan,elikhetist,,,,"(219, 217, 35)"
africa,north_salahad_superregion,L27,Shasoura,azka_jexis,shasouran_dialect,shasouran,elikhetist,,,,"(201, 173, 165)"
africa,north_salahad_superregion,L28,Koroshesh,koroshesh,korosheshi_dialect,korosheshi,elikhetist,,,,"(90, 170, 150)"
africa,south_salahad_superregion,L29,Kartakhet,anbennar5679,horakheti_dialect,horakheti,elikhetist,,,,"(6, 17, 79)"
africa,tanib_dajek_superregion,L30,Vurebindika,gamyi,kuivanhi_dialect,kuivanhi,noukahi_pantheon,,,,"(180, 80, 20)"
africa,tanib_dajek_superregion,L31,Irsukumbha,iqhekabi,gumzemo_dialect,gumzemo,noukahi_pantheon,,,,"(100, 214, 11)"
africa,tanib_dajek_superregion,L32,Vadokizy,nosivy,amezatany_dialect,amezatany,nakavy_avo,,,,"(34, 139, 34)"
africa,tanib_dajek_superregion,L33,Afakoyuzemby,tibokyuye,amezatany_dialect,amezatany,nakavy_avo,,,,"(75, 0, 130)"
africa,tanib_dajek_superregion,L34,Tvarateram,teramtvara,amezatany_dialect,amezatany,nakavy_avo,,,,"(249, 139, 65)"
africa,tanib_dajek_superregion,L35,Mpirelmasi,jakavafo,amezatany_dialect,amezatany,nakavy_avo,,,,"(31, 209, 179)"
africa,tanib_dajek_superregion,L36,Lelanan,lelanan,amezatany_dialect,amezatany,nakavy_avo,,,,"(255, 128, 128)"
africa,tanib_dajek_superregion,L37,Mihitarab,loranakodro,fomarati_dialect,fomarati,nakavy_avo,,,,"(157, 197, 220)"
africa,tanib_dajek_superregion,L38,Rayafo,mapiltra,amezatany_dialect,amezatany,nakavy_avo,,,,"(255, 255, 0)"
africa,tanib_dajek_superregion,L39,Jakannakazy,lelajik,mboala_dialect,mboala,nakavy_avo,,,,"(167, 149, 173)"
africa,tanib_dajek_superregion,L40,Maranakavi,ndyuye,mboala_dialect,mboala,nakavy_avo,,,,"(214, 0, 0)"
africa,tanib_dajek_superregion,L41,Hasakely,ibidintely,fomarati_dialect,fomarati,nakavy_avo,,,,"(110, 37, 50)"
africa,tanib_dajek_superregion,L42,Tibokbo,tibokbo,mboala_dialect,mboala,nakavy_avo,,,,"(102, 98, 236)"
africa,tanib_dajek_superregion,L43,Sisinybohi,havoapahai,amezatany_dialect,amezatany,nakavy_avo,,,,"(229, 62, 111)"
africa,tanib_dajek_superregion,L44,Ananiltra,ananiltra,mboala_dialect,mboala,nakavy_avo,,,,"(55, 220, 220)"
africa,tanib_dajek_superregion,L45,Oronsinoma,oronsinoma,mboala_dialect,mboala,nakavy_avo,,,,"(17, 173, 67)"
africa,tanib_dajek_superregion,L46,Amezajik,angoitra,mazava_dialect,mazava,nakavy_avo,,,,"(0, 30, 82)"
africa,tanib_dajek_superregion,L47,Mazanosy,amezahva,mazava_dialect,mazava,nakavy_avo,,,,"(186, 85, 211)"
africa,tanib_dajek_superregion,L48,Ataturozi,ofavi,mazava_dialect,mazava,nakavy_avo,,,,"(27, 209, 118)"
africa,fangaula_superregion,L49,Kaino Federation,banni,kaino_dialect,kaino,fangaulan_pantheon,,,,"(20, 50, 30)"
africa,tanib_dajek_superregion,L50,Tsanizadai,teramzadai,mazava_dialect,mazava,nakavy_avo,,,,"(255, 118, 13)"
africa,tanib_dajek_superregion,L51,Vumarano,diratond,mazava_dialect,mazava,nakavy_avo,,,,"(255, 253, 123)"
africa,tanib_dajek_superregion,L52,Bamdikizy,onkelymapo,mboala_dialect,mboala,nakavy_avo,,,,"(236, 96, 45)"
africa,fangaula_superregion,L53,Tiboktsamo,tiboktsamo,amezatany_dialect,amezatany,nakavy_avo,,,,"(165, 98, 38)"
africa,east_sarhal_superregion,L54,Berihrica,neekshaff,yeteferen_dialect,yeteferen,sky_domain,,,,"(130, 119, 23)"
africa,east_sarhal_superregion,L55,Naleni,jezarpizu,naleni_harpy_dialect,naleni_harpy,the_hunt,,,,"(255, 138, 101)"
africa,east_sarhal_superregion,L56,Dakmender,dakmender,ofehibi_dialect,ofehibi,sky_domain,,,,"(94, 66, 181)"
africa,east_sarhal_superregion,L57,Boyebareti,riyiwedeb,ofehibi_dialect,ofehibi,sky_domain,,,,"(227, 242, 253)"
africa,east_sarhal_superregion,L58,Yetmesira,yetmesira,yeteferen_dialect,yeteferen,sky_domain,,,,"(179, 157, 219)"
,,L59,Bwa_Tanizu,,tanizu_dialect,tanizu,beast_memory,,,,"(248, 50, 180)"
africa,fangaula_superregion,L60,Keledugu,kogo,binwarji_dialect,binwarji,fangaulan_pantheon,,,,"(250, 155, 28)"
africa,east_sarhal_superregion,L61,Irkan Eparta,irkan_eparta,metobesebi_dialect,metobesebi,sky_domain,,,,"(176, 179, 0)"
africa,east_sarhal_superregion,L62,Vandipha,van,roaming_harimari_dialect,roaming_harimari,high_philosophy,,,,"(10, 50, 50)"
africa,east_sarhal_superregion,L63,Butuguzi,goufeingon,antmvura_dialect,antmvura,transmutative_path,,,,"(213, 204, 255)"
africa,east_sarhal_superregion,L64,Pegosi,tistrias,metobesebi_dialect,metobesebi,sky_domain,,,,"(141, 110, 99)"
africa,east_sarhal_superregion,L65,Melakmengi,tefgeben,yeteferen_dialect,yeteferen,sky_domain,,,,"(20, 158, 182)"
africa,east_sarhal_superregion,L66,Simegasa,simegesfan,ofehibi_dialect,ofehibi,shadow_pact,,,,"(158, 132, 0)"
africa,east_sarhal_superregion,L67,Kidsit Yiti,yikikakeli,sitewosi_dialect,sitewosi,sky_domain,,,,"(26, 40, 73)"
africa,taneyas_superregion,L68,Karassk,karassk,shagashay_lizardfolk_dialect,shagashay_lizardfolk,anzalkatsa,,,,"(225, 102, 153)"
africa,taneyas_superregion,L69,Zerat,zerat,ichiadza_lizardfolk_dialect,ichiadza_lizardfolk,anzalkatsa,,,,"(102, 225, 153)"
africa,taneyas_superregion,L70,Khugra,khugra,shagatyn_lizardfolk_dialect,shagatyn_lizardfolk,anzalkatsa,,,,"(255, 255, 255)"
africa,taneyas_superregion,L71,Nazhni,nazhni,skarakara_lizardfolk_dialect,skarakara_lizardfolk,anzalkatsa,,,,"(7, 19, 20)"
africa,taneyas_superregion,L72,Zatsuti,zatsuti,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(0, 255, 0)"
africa,taneyas_superregion,L73,Karashan,karashan,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(0, 184, 212)"
africa,taneyas_superregion,L74,Zatal,zatal,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(204, 102, 255)"
africa,taneyas_superregion,L75,Kakhazajar,adgur,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(106, 7, 47)"
africa,taneyas_superregion,L76,Gasha,gasha,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(204, 255, 51)"
africa,taneyas_superregion,L77,Karach,yosasad,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(250, 188, 55)"
africa,taneyas_superregion,L78,Charach,charach,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(204, 102, 0)"
africa,taneyas_superregion,L79,Rshak,rshak,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(67, 240, 153)"
africa,taneyas_superregion,L80,Zulbur,zulbur,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(204, 10, 192)"
africa,taneyas_superregion,L81,Yassa,yassa,mashkay_lizardfolk_dialect,mashkay_lizardfolk,anzalkatsa,,,,"(37, 81, 160)"
africa,east_sarhal_superregion,L82,Way Pointing Tchoken,kuraru,cyazizeta_lizardfolk_dialect,cyazizeta_lizardfolk,beast_memory,,,,"(0, 204, 153)"
africa,taneyas_superregion,L83,Shangra,shangra,rhada_lizardfolk_dialect,rhada_lizardfolk,anzalkatsa,,,,"(204, 255, 102)"
africa,taneyas_superregion,L84,Shalazar,shalazar,rhada_lizardfolk_dialect,rhada_lizardfolk,anzalkatsa,,,,"(0, 12, 108)"
africa,taneyas_superregion,L85,Ashakani,ashakani,rhada_lizardfolk_dialect,rhada_lizardfolk,zaradyrra,,,,"(81, 229, 74)"
africa,taneyas_superregion,L86,Ishyaga,ishyaga,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(204, 51, 255)"
africa,taneyas_superregion,L87,Adzalan,zulbur,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(48, 0, 113)"
africa,taneyas_superregion,L88,Abussa,abussanik,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(217, 82, 66)"
africa,taneyas_superregion,L89,Tsuz,tsuzik,ashhana_lizardfolk_dialect,ashhana_lizardfolk,zaradyrra,,,,"(165, 181, 67)"
africa,taneyas_superregion,L90,Ashkha,akhanekas,ichiadza_lizardfolk_dialect,ichiadza_lizardfolk,anzalkatsa,,,,"(52, 121, 239)"
africa,taneyas_superregion,L91,Alashkatsa,alashkatsa,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(102, 108, 12)"
africa,taneyas_superregion,L92,Tsurin,tsurin,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(59, 47, 96)"
africa,taneyas_superregion,L93,Lata,latasik,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(101, 221, 79)"
africa,taneyas_superregion,L94,Shagadyrra,takarakara,shagatyn_lizardfolk_dialect,shagatyn_lizardfolk,anzalkatsa,,,,"(46, 55, 235)"
africa,taneyas_superregion,L95,Rayaz,rayazas,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(0, 171, 160)"
africa,taneyas_superregion,L96,Asarta,asartin,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(10, 68, 50)"
africa,taneyas_superregion,L97,Arazin,arazinik,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(10, 105, 120)"
africa,taneyas_superregion,L98,Yushyn,tsya_ra_thusk,ichiadza_lizardfolk_dialect,ichiadza_lizardfolk,anzalkatsa,,,,"(28, 199, 124)"
africa,taneyas_superregion,L99,Katsanada,sutnasaak,ichiadza_lizardfolk_dialect,ichiadza_lizardfolk,anzalkatsa,,,,"(99, 158, 117)"
serpentspine,west_serpentspine_superregion,M01,Grizehud,south_greatcavern,cave_troll_dialect,cave_troll,goblinic_shamanism,,,,"(151, 79, 168)"
serpentspine,east_serpentspine_superregion,M02,Dursikari,hollow_den,silent_harimari_dialect,silent_harimari,high_philosophy,,,,"(191, 157, 111)"
,,M03,Svaikzenszel,,cave_goblin_dialect,cave_goblin,goblinic_shamanism,,,,"(237, 210, 38)"
,,M04,Tarakar,,black_orc_dialect,black_orc,old_dookan,,,,"(40, 48, 41)"
serpentspine,west_serpentspine_superregion,M05,Burnt Skin,molten_core,skinburner_goblin_dialect,skinburner_goblin,goblinic_shamanism,,,,"(204, 85, 0)"
oceania,hinuilands_superregion,M10,Taokakurekohurukauaia,unused136,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(53, 205, 190)"
oceania,hinuilands_superregion,M11,Taurite,unused151,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(60, 181, 41)"
oceania,hinuilands_superregion,M12,Kaora To Tatau To,unused168,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(226, 149, 60)"
oceania,hinuilands_superregion,M13,Kamutu Taratu Mahikou Amatou,unusedland136,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(118, 55, 172)"
oceania,hinuilands_superregion,M14,Tohuhanga,unusedland141,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(166, 50, 77)"
oceania,hinuilands_superregion,M15,Konei Hei Awhina,rnw,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(208, 100, 61)"
oceania,hinuilands_superregion,M16,Matakirua,unusedland174,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(186, 24, 24)"
oceania,hinuilands_superregion,M17,Ru Ana A Halana,unusedland161,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(94, 228, 107)"
oceania,hinuilands_superregion,M18,Tamariki Poupou,rnw,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(42, 118, 218)"
oceania,hinuilands_superregion,M19,Sa'paomi,unusedland220,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(99, 113, 201)"
oceania,south_insyaa_superregion,M20,Toa Tangaroa,rnw,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(119, 189, 128)"
oceania,south_insyaa_superregion,M21,Kamatoi Haeraitou,rnw,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(18, 80, 122)"
,,M22,Kiretua,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M23,Rangitema,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M24,Anahira,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M25,Pa-Aroha,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M26,Rakauma,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M27,Taikatanga,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M28,Motu-Ahi,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M29,Wairuakore,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M30,I-Numbe,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M31,Haeta,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M32,Kaikoura,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M33,Toka'ra,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M34,Tiauna,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M35,Maniakoura,,awoken_mechanim_dialect,awoken_mechanim,manago_poku,,,,"(1, 1, 1)"
,,M50,dummy_filustkhuga,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(188, 236, 153)"
,,M51,dummy_irdukhuga,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(188, 236, 153)"
,,M52,dummy_maslekhuga,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(188, 236, 153)"
,,M53,dummy_malukhuga,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(188, 236, 153)"
,,M54,dummy_starry_eye,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M55,dummy_radiant_sun,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M56,dummy_orange_sash,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M57,dummy_golden_palace,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M58,dummy_unbroken_claw,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M59,dummy_silk_turban,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M60,dummy_ascendant_soul,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M61,dummy_synthetic_truth,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M62,dummy_final_paradigm,,royal_harimari_dialect,royal_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M63,dummy_fate_sculptors,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M64,dummy_being_sculptors,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M65,dummy_blade_and_needle,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M66,dummy_great_cycle,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M67,dummy_humble_zeal,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M68,dummy_soul_song,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
,,M69,dummy_piercing_fang,,silent_harimari_dialect,silent_harimari,high_philosophy,,,,"(188, 236, 153)"
,,M70,dummy_demons_of_the_sorrow,,pyreclaw_gnoll_dialect,pyreclaw_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M71,dummy_monstrous_pedigrees,,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M72,dummy_children_of_goxma,,windhowler_gnoll_dialect,windhowler_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M73,dummy_kult_of_the_packmother,,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M74,dummy_demonic_shamans,,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M75,dummy_umbral_bargains,,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M76,dummy_way_of_iron,,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M77,dummy_way_of_bones,,windhowler_gnoll_dialect,windhowler_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M78,dummy_xhazobain_primacy,,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(188, 236, 153)"
,,M79,dummy_colors_of_life,,arraskay_lizardfolk_dialect,arraskay_lizardfolk,anzalkatsa,,,,"(188, 236, 153)"
